id,message_id,message_clean,language,sentiment_label,sentiment_score,sentiment_source,word_count,virality_score
233,244,"Есть кто успешно бросил курить? Курю уже 2 года непрерывно. Пытался несколько раз бросить в итоге максимум неделю держусь. Как только лишние деньги появляются иду в магаз. У меня сильная зависимость, нужны советы. Хочу бросить из за того что уже хреново мне от сигарет стиков, но без никотина никак. На разки не хочу там еще хуже ситуация будет",ru,neutral,0.4917,rubert-tiny2,58,83.8
234,245,"Люди которые стоят в 3-х километровой очереди сдать флюру, дорогие друзья, всё может быть намного легче и быстрее Барибаева улица, 67а Просто поезжайте сюда, в клинику брант, там абсолютно нет очереди, за 1200 тенге и 7 минут вашего времени вы получите флюру. Люди часами стоят в очереди, когда за пол часа можно сделать до без нервотрепки. Enjoy ✌️",ru,neutral,0.8647,rubert-tiny2,58,427.0
235,246,"Мне urgent нужны люди с которыми я могу подготовится к IELTS. Есть все материалы, просто нету друзей и знакомых с которыми могла практиковать спикинг, ридинг. Пишите если собираетесь реально сдавать в ноябре/декабре. И пж уровень В1-В2❤️🫶🏻 Сама напишу вам",ru,neutral,0.8501,rubert-tiny2,39,170.4
236,247,"Достар, я не смогла пойти на sdu фест. Можете скинуть что интересного было видео или фоточки",ru,neutral,0.8371,rubert-tiny2,16,68.8
237,249,"если к каждому парню мир относится жестоко, то кто именно относится жестоко, если все парни страдают?",ru,neutral,0.7265,rubert-tiny2,16,69.4
238,250,ешким планшет сатпайма бушный 25-30к арасында(маган чисто ютуб и китап окуга),ru,neutral,0.7117,rubert-tiny2,11,68.4
239,251,Какие минимальные требования что бы считать себя заряженным СДУшником? Парнем/Девушкой,ru,neutral,0.8231,rubert-tiny2,10,68.0
240,252,Едубол только для парней чтоли😓,ru,neutral,0.6051,rubert-tiny2,5,67.6
241,253,"Собираюсь пить чай на 3, посоветуйте сдушника🤭",ru,neutral,0.891,rubert-tiny2,7,66.4
243,255,Кто закрывает крышки туалета? нафига вы это делаете?,ru,neutral,0.7712,rubert-tiny2,8,67.2
244,256,"если вдруг вы видите девушку которая нюхает что-то из банки, это я",ru,neutral,0.6236,rubert-tiny2,12,66.0
245,257,Проблемы с розетками все еще актуальны. Их только в лайбри и на третьем этаже достаточно.,ru,neutral,0.8207,rubert-tiny2,15,171.8
246,258,"админ, а тебе не лень с утра до вечера чекать сообщения и скидывать в группу? admin: я не один😐, то есть админ один, но модер не один",ru,neutral,0.6282,rubert-tiny2,27,66.0
247,259,кстати когда админ раскроет свой персоналити admin: потом,ru,neutral,0.8127,rubert-tiny2,8,64.4
248,260,Картошка за лучшую шутку,ru,neutral,0.5014,rubert-tiny2,4,64.0
249,261,у вас тоже бывали моменты когда из тех с кем можно поговорить остался только джипити,ru,neutral,0.5765,rubert-tiny2,15,202.8
